Article-171 	 2013-06-20 	 5282.8750613 
Article-172 	 2013-06-21 	 5284.8750613 
Article-173 	 2013-06-22 	 5286.8750613 
Article-174 	 2013-06-23 	 5288.8750613 
Article-175 	 2013-06-24 	 5290.8750613 
Article-176 	 2013-06-25 	 5292.8750613 
Article-177 	 2013-06-26 	 5294.8750613 
Article-178 	 2013-06-27 	 5296.8750613 
Article-179 	 2013-06-28 	 5298.8750613 
Article-180 	 2013-06-29 	 5300.8750613 
Article-181 	 2013-06-30 	 5302.8750613 
Article-182 	 2013-07-01 	 5304.8750613 
Article-183 	 2013-07-02 	 5305.8750613 
Article-184 	 2013-07-03 	 5307.8750613 
Article-185 	 2013-07-04 	 5309.8750613 
Article-186 	 2013-07-05 	 5311.8750613 
Article-187 	 2013-07-06 	 5313.8750613 
Article-188 	 2013-07-07 	 5315.8750613 
Article-189 	 2013-07-08 	 5317.8750613 
Article-190 	 2013-07-09 	 5319.8750613 
Article-191 	 2013-07-10 	 5321.8750613 
Article-192 	 2013-07-11 	 5323.8750613 
Article-193 	 2013-07-12 	 5325.8750613 
Article-194 	 2013-07-13 	 5327.8750613 
Article-195 	 2013-07-14 	 5328.8750613 
Article-196 	 2013-07-15 	 5330.8750613 
Article-197 	 2013-07-16 	 5332.8750613 
Article-198 	 2013-07-17 	 5334.8750613 
Article-199 	 2013-07-18 	 5336.8750613 
Article-200 	 2013-07-19 	 5338.8750613 
Article-201 	 2013-07-20 	 5340.8750613 
Article-202 	 2013-07-21 	 5342.8750613 
Article-203 	 2013-07-22 	 5344.8750613 
Article-204 	 2013-07-23 	 5346.8750613 
Article-205 	 2013-07-24 	 5348.8750613 
Article-206 	 2013-07-25 	 5350.8750613 
Article-207 	 2013-07-26 	 5352.8750613 
Article-208 	 2013-07-27 	 5353.8750613 
Article-209 	 2013-07-28 	 5355.8750613 
Article-210 	 2013-07-29 	 5357.8750613 
Article-211 	 2013-07-30 	 5359.8750613 
Article-212 	 2013-07-31 	 5361.8750613 
Article-213 	 2013-08-01 	 5363.8750613 
Article-214 	 2013-08-02 	 5365.8750613 
Article-215 	 2013-08-03 	 5367.8750613 
Article-216 	 2013-08-04 	 5369.8750613 
Article-217 	 2013-08-05 	 5371.8750613 
Article-218 	 2013-08-06 	 5373.8750613 
Article-219 	 2013-08-07 	 5375.8750613 
Article-220 	 2013-08-08 	 5376.8750613 
Article-221 	 2013-08-09 	 5378.8750613 
Article-222 	 2013-08-10 	 5380.8750613 
Article-223 	 2013-08-11 	 5382.8750613 
Article-224 	 2013-08-12 	 5384.8750613 
Article-225 	 2013-08-13 	 5386.8750613 
Article-226 	 2013-08-14 	 5388.8750613 
Article-227 	 2013-08-15 	 5390.8750613 
Article-228 	 2013-08-16 	 5392.8750613 
Article-229 	 2013-08-17 	 5394.8750613 
Article-230 	 2013-08-18 	 5396.8750613 
Article-231 	 2013-08-19 	 5398.8750613 
Article-232 	 2013-08-20 	 5400.8750613 
Article-233 	 2013-08-21 	 5401.8750613 
Article-234 	 2013-08-22 	 5403.8750613 
Article-235 	 2013-08-23 	 5405.8750613 
Article-236 	 2013-08-24 	 5407.8750613 
Article-237 	 2013-08-25 	 5409.8750613 
Article-238 	 2013-08-26 	 5411.8750613 
Article-239 	 2013-08-27 	 5413.8750613 
Article-240 	 2013-08-28 	 5415.8750613 
Article-241 	 2013-08-29 	 5417.8750613 
Article-242 	 2013-08-30 	 5419.8750613 
Article-243 	 2013-08-31 	 5421.8750613 
Article-244 	 2013-09-01 	 5423.8750613 
Article-245 	 2013-09-02 	 5424.8750613 
Article-246 	 2013-09-03 	 5426.8750613 
Article-247 	 2013-09-04 	 5428.8750613 
Article-248 	 2013-09-05 	 5430.8750613 
Article-249 	 2013-09-06 	 5432.8750613 
Article-250 	 2013-09-07 	 5434.8750613 
Article-251 	 2013-09-08 	 5436.8750613 
Article-252 	 2013-09-09 	 5438.8750613 
Article-253 	 2013-09-10 	 5440.8750613 
Article-254 	 2013-09-11 	 5442.8750613 
Article-255 	 2013-09-12 	 5444.8750613 
Article-256 	 2013-09-13 	 5446.8750613 
Article-257 	 2013-09-14 	 5448.8750613 
Article-258 	 2013-09-15 	 5449.8750613 
Article-259 	 2013-09-16 	 5451.8750613 
Article-260 	 2013-09-17 	 5453.8750613 
Article-261 	 2013-09-18 	 5455.8750613 
Article-262 	 2013-09-19 	 5457.8750613 
Article-263 	 2013-09-20 	 5459.8750613 
Article-264 	 2013-09-21 	 5461.8750613 
Article-265 	 2013-09-22 	 5463.8750613 
Article-266 	 2013-09-23 	 5465.8750613 
Article-267 	 2013-09-24 	 5467.8750613 
Article-268 	 2013-09-25 	 5469.8750613 
Article-269 	 2013-09-26 	 5471.8750613 
Article-270 	 2013-09-27 	 5472.8750613 
Article-271 	 2013-09-28 	 5474.8750613 
Article-272 	 2013-09-29 	 5476.8750613 
Article-273 	 2013-09-30 	 5478.8750613 
Article-274 	 2013-10-01 	 5480.8750613 
Article-275 	 2013-10-02 	 5482.8750613 
Article-276 	 2013-10-03 	 5484.8750613 
Article-277 	 2013-10-04 	 5486.8750613 
Article-278 	 2013-10-05 	 5488.8750613 
Article-279 	 2013-10-06 	 5490.8750613 
Article-280 	 2013-10-07 	 5492.8750613 
Article-281 	 2013-10-08 	 5494.8750613 
Article-282 	 2013-10-09 	 5496.8750613 
Article-283 	 2013-10-10 	 5497.8750613 
Article-284 	 2013-10-11 	 5499.8750613 
Article-285 	 2013-10-12 	 5501.8750613 
Article-286 	 2013-10-13 	 5503.8750613 
Article-287 	 2013-10-14 	 5505.8750613 
Article-288 	 2013-10-15 	 5507.8750613 
Article-289 	 2013-10-16 	 5509.8750613 
Article-290 	 2013-10-17 	 5511.8750613 
Article-291 	 2013-10-18 	 5513.8750613 
Article-292 	 2013-10-19 	 5515.8750613 
Article-293 	 2013-10-20 	 5517.8750613 
Article-294 	 2013-10-21 	 5519.8750613 
Article-295 	 2013-10-22 	 5520.8750613 
Article-296 	 2013-10-23 	 5522.8750613 
Article-297 	 2013-10-24 	 5524.8750613 
Article-298 	 2013-10-25 	 5526.8750613 
Article-299 	 2013-10-26 	 5528.8750613 
Article-300 	 2013-10-27 	 5530.8750613 
Article-301 	 2013-10-28 	 5532.8750613 
Article-302 	 2013-10-29 	 5534.8750613 
Article-303 	 2013-10-30 	 5536.8750613 
Article-304 	 2013-10-31 	 5538.8750613 
Article-305 	 2013-11-01 	 5540.8750613 
Article-306 	 2013-11-02 	 5542.8750613 
Article-307 	 2013-11-03 	 5544.8750613 
Article-308 	 2013-11-04 	 5545.8750613 
Article-309 	 2013-11-05 	 5547.8750613 
Article-310 	 2013-11-06 	 5549.8750613 
Article-311 	 2013-11-07 	 5551.8750613 
Article-312 	 2013-11-08 	 5553.8750613 
Article-313 	 2013-11-09 	 5555.8750613 
Article-314 	 2013-11-10 	 5557.8750613 
Article-315 	 2013-11-11 	 5559.8750613 
Article-316 	 2013-11-12 	 5561.8750613 
Article-317 	 2013-11-13 	 5563.8750613 
Article-318 	 2013-11-14 	 5565.8750613 
Article-319 	 2013-11-15 	 5567.8750613 
Article-320 	 2013-11-16 	 5568.8750613 
Article-321 	 2013-11-17 	 5570.8750613 
Article-322 	 2013-11-18 	 5572.8750613 
Article-323 	 2013-11-19 	 5574.8750613 
Article-324 	 2013-11-20 	 5576.8750613 
Article-325 	 2013-11-21 	 5578.8750613 
Article-326 	 2013-11-22 	 5580.8750613 
Article-327 	 2013-11-23 	 5582.8750613 
Article-328 	 2013-11-24 	 5584.8750613 
Article-329 	 2013-11-25 	 5586.8750613 
Article-330 	 2013-11-26 	 5588.8750613 
Article-331 	 2013-11-27 	 5590.8750613 
Article-332 	 2013-11-28 	 5592.8750613 
Article-333 	 2013-11-29 	 5593.8750613 
Article-334 	 2013-11-30 	 5595.8750613 
Article-335 	 2013-12-01 	 5597.8750613 
Article-336 	 2013-12-02 	 5599.8750613 
Article-337 	 2013-12-03 	 5601.8750613 
Article-338 	 2013-12-04 	 5603.8750613 
Article-339 	 2013-12-05 	 5605.8750613 
Article-340 	 2013-12-06 	 5607.8750613 
Article-341 	 2013-12-07 	 5609.8750613 
Article-342 	 2013-12-08 	 5611.8750613 
Article-343 	 2013-12-09 	 5613.8750613 
Article-344 	 2013-12-10 	 5615.8750613 
Article-345 	 2013-12-11 	 5616.8750613 
Article-346 	 2013-12-12 	 5618.8750613 
Article-347 	 2013-12-13 	 5620.8750613 
Article-348 	 2013-12-14 	 5622.8750613 
Article-349 	 2013-12-15 	 5624.8750613 
Article-350 	 2013-12-16 	 5626.8750613 
Article-351 	 2013-12-17 	 5628.8750613 
Article-352 	 2013-12-18 	 5630.8750613 
Article-353 	 2013-12-19 	 5632.8750613 
Article-354 	 2013-12-20 	 5634.8750613 
Article-355 	 2013-12-21 	 5636.8750613 
Article-356 	 2013-12-22 	 5638.8750613 
Article-357 	 2013-12-23 	 5640.8750613 
Article-358 	 2013-12-24 	 5641.8750613 
Article-359 	 2013-12-25 	 5643.8750613 
Article-360 	 2013-12-26 	 5645.8750613 
Article-361 	 2013-12-27 	 5647.8750613 
Article-362 	 2013-12-28 	 5649.8750613 
Article-363 	 2013-12-29 	 5651.8750613 
Article-364 	 2013-12-30 	 5653.8750613 
Article-365 	 2013-12-31 	 5655.8750613 
